"TransactionID","itemDescription"
"1819_11-11-2015","packaged fruit/vegetables"
"2687_31-07-2015","instant coffee"
"4468_24-03-2015","white bread"
"4760_02-04-2015","pastry"
"2310_24-03-2015","grapes"
"3924_07-02-2015","whole milk"
"3517_11-12-2015","other vegetables"
"3164_30-09-2015","shopping bags"
"3245_17-05-2015","coffee"
"2629_06-12-2015","fruit/vegetable juice"
"1347_15-09-2015","pastry"
"1216_25-08-2015","specialty fat"
"4636_10-04-2015","tropical fruit"
"1197_22-11-2015","sliced cheese"
"1100_12-03-2015","pudding powder"
"2054_15-12-2015","soda"
"3761_26-09-2015","brown bread"
"4947_14-09-2015","long life bakery product"
"1032_15-06-2015","other vegetables"
"3353_14-08-2015","domestic eggs"
"4466_20-08-2015","citrus fruit"
"2081_22-01-2015","spices"
"1800_02-05-2015","rolls/buns"
"3414_23-10-2015","whole milk"
"2799_12-08-2015","detergent"
"1634_03-12-2015","curd"
"3481_22-03-2015","bottled beer"
"3691_24-08-2015","brown bread"
"2811_11-02-2015","cling film/bags"
"2758_19-11-2015","grapes"
"2872_19-09-2015","shopping bags"
"3339_08-10-2015","whole milk"
"3483_28-10-2015","pip fruit"
"3255_29-04-2015","other vegetables"
"3462_15-11-2015","butter"
"1355_28-02-2015","bottled water"
"2952_25-11-2015","shopping bags"
"2171_19-06-2015","roll products "
"2693_02-11-2015","bottled beer"
"1348_13-06-2015","chocolate"
"1112_09-04-2015","jam"
"2058_24-02-2015","red/blush wine"
"2003_23-11-2015","brown bread"
"2166_12-03-2015","soda"
"3113_18-06-2015","berries"
"2830_22-06-2015","rolls/buns"
"3582_17-06-2015","whole milk"
"4572_19-08-2015","butter milk"
"1373_19-07-2015","soups"
"2513_06-11-2015","bottled beer"
"3050_15-12-2015","whole milk"
"2563_03-08-2015","whole milk"
"1055_25-05-2015","newspapers"
"1887_09-11-2015","yogurt"
"2391_03-01-2015","rolls/buns"
"3347_24-04-2015","margarine"
"4873_03-09-2015","waffles"
"1571_24-05-2015","whole milk"
"3571_21-10-2015","citrus fruit"
"4348_11-04-2015","rolls/buns"
"2400_06-02-2015","margarine"
"2867_25-06-2015","shopping bags"
"2672_12-07-2015","waffles"
"1659_07-08-2015","bottled water"
"4104_30-11-2015","pot plants"
"1465_03-02-2015","tropical fruit"
"3436_27-03-2015","UHT-milk"
"4503_17-02-2015","whole milk"
"3812_28-07-2015","frozen potato products"
"2759_27-07-2015","rolls/buns"
"2019_14-11-2015","other vegetables"
"3201_24-01-2015","tropical fruit"
"1861_12-08-2015","roll products "
"4524_10-12-2015","ice cream"
"2680_11-08-2015","sweet spreads"
"3413_31-01-2015","domestic eggs"
"4354_16-01-2015","oil"
"3608_27-11-2015","rolls/buns"
"3518_26-10-2015","pastry"
"3542_11-07-2015","sugar"
"2579_08-04-2015","white wine"
"2650_22-11-2015","soda"
"3499_13-01-2015","napkins"
"2804_18-01-2015","other vegetables"
"2975_09-10-2015","fruit/vegetable juice"
"1783_05-01-2015","pip fruit"
"1116_29-11-2015","rolls/buns"
"2578_26-11-2015","rolls/buns"
"4003_23-12-2015","citrus fruit"
"3021_30-01-2015","sliced cheese"
"3791_23-01-2015","whole milk"
"1242_04-04-2015","other vegetables"
"2290_03-07-2015","condensed milk"
"4204_06-05-2015","shopping bags"
"4100_01-03-2015","whipped/sour cream"
"3085_11-07-2015","newspapers"
"1944_31-08-2015","whipped/sour cream"
"3845_19-09-2015","other vegetables"
"2077_01-03-2015","whole milk"
"1128_05-07-2015","coffee"
"4130_05-04-2015","whipped/sour cream"
"2496_02-12-2015","white wine"
"3764_01-08-2015","yogurt"
"2369_17-10-2015","whipped/sour cream"
"4662_25-08-2015","sugar"
"4392_13-08-2015","chewing gum"
"3259_15-02-2015","butter"
"1839_09-10-2015","whipped/sour cream"
"4376_22-11-2015","root vegetables"
"1934_03-02-2015","beverages"
"1158_25-08-2015","cream cheese "
"2784_19-03-2015","dog food"
"4954_10-06-2015","UHT-milk"
"2060_26-07-2015","specialty fat"
"4556_10-01-2015","canned beer"
"2433_27-12-2015","berries"
"1843_24-02-2015","semi-finished bread"
"1793_21-09-2015","rolls/buns"
"3640_08-10-2015","pastry"
"2795_12-03-2015","cat food"
"2044_26-09-2015","shopping bags"
"4742_05-04-2015","citrus fruit"
"3584_14-03-2015","photo/film"
"1957_31-01-2015","root vegetables"
"3483_20-03-2015","male cosmetics"
"3883_05-10-2015","whole milk"
"2474_09-02-2015","coffee"
"3148_09-03-2015","yogurt"
"1767_24-10-2015","other vegetables"
"4601_22-07-2015","rolls/buns"
"3181_22-03-2015","canned fish"
"2261_11-04-2015","onions"
"1656_14-02-2015","rolls/buns"
"4134_05-05-2015","pip fruit"
"2254_21-01-2015","house keeping products"
"1517_01-08-2015","rolls/buns"
"2176_06-08-2015","brown bread"
"4255_02-09-2015","tropical fruit"
"1780_21-09-2015","yogurt"
"1275_18-10-2015","specialty chocolate"
"2159_30-04-2015","female sanitary products"
"4153_27-07-2015","rolls/buns"
"1553_21-07-2015","sliced cheese"
"2072_28-11-2015","other vegetables"
"2964_05-02-2015","hard cheese"
"3974_05-03-2015","sliced cheese"
"4848_14-10-2015","canned beer"
"1605_06-07-2015","seasonal products"
"2082_23-11-2015","domestic eggs"
"2477_04-06-2015","pip fruit"
"1508_10-03-2015","bottled beer"
"2682_16-06-2015","soda"
"1012_27-03-2015","whole milk"
"3591_02-09-2015","newspapers"
"2004_08-01-2015","other vegetables"
"4272_22-03-2015","whole milk"
"1900_24-09-2015","yogurt"
"3483_22-11-2015","tropical fruit"
"4686_14-09-2015","other vegetables"
"3757_24-06-2015","newspapers"
"3484_10-10-2015","herbs"
"4314_02-05-2015","white bread"
"1204_23-07-2015","pip fruit"
"1355_28-03-2015","soda"
"3463_16-05-2015","beverages"
"3548_19-03-2015","whole milk"
"2271_02-01-2015","mayonnaise"
"2275_19-05-2015","shopping bags"
"1275_16-07-2015","whole milk"
"4577_04-11-2015","root vegetables"
"2286_21-11-2015","whole milk"
"4287_06-08-2015","root vegetables"
"1781_06-06-2015","butter milk"
"2840_07-08-2015","rolls/buns"
"2585_13-02-2015","whole milk"
"2958_27-01-2015","tropical fruit"
"3788_16-02-2015","soda"
"3061_05-12-2015","margarine"
"1531_19-01-2015","pickled vegetables"
"3451_31-08-2015","butter milk"
"3119_28-06-2015","grapes"
"4015_27-03-2015","other vegetables"
"2869_29-04-2015","curd"
"4814_12-02-2015","soda"
"2978_25-11-2015","other vegetables"
"4789_09-04-2015","liquor"
"2151_03-08-2015","margarine"
"2390_21-08-2015","other vegetables"
"3634_02-12-2015","mayonnaise"
"3394_13-12-2015","rolls/buns"
"1874_08-06-2015","sugar"
"4671_01-08-2015","whole milk"
"3647_03-03-2015","other vegetables"
"1275_17-02-2015","onions"
"3306_28-09-2015","yogurt"
"1087_19-03-2015","pip fruit"
"3210_23-12-2015","tropical fruit"
"1136_03-01-2015","butter milk"
"3050_21-06-2015","bottled water"
"4406_01-02-2015","whole milk"
"4277_09-08-2015","root vegetables"
"2500_06-12-2015","fruit/vegetable juice"
"4704_19-08-2015","whole milk"
"4470_23-12-2015","whipped/sour cream"
"4747_24-08-2015","baking powder"
"2550_20-04-2015","red/blush wine"
"4783_10-10-2015","curd"
"2117_07-11-2015","pastry"
"4510_03-09-2015","sliced cheese"
"4258_11-12-2015","salty snack"
"3535_18-01-2015","pastry"
"3095_16-08-2015","specialty bar"
"4625_07-04-2015","pasta"
"2014_23-06-2015","yogurt"
"1677_09-12-2015","pip fruit"
"4743_04-07-2015","domestic eggs"
"4212_31-03-2015","other vegetables"
"1087_14-08-2015","pot plants"
"3682_12-10-2015","bottled water"
"2406_10-03-2015","rolls/buns"
"3915_21-01-2015","hard cheese"
"1901_04-05-2015","butter"
"4992_23-05-2015","napkins"
"4308_07-04-2015","soda"
"1566_05-06-2015","whole milk"
"2839_31-10-2015","whole milk"
"4666_19-10-2015","butter milk"
"2325_16-04-2015","soda"
"4238_08-03-2015","pip fruit"
"1983_20-05-2015","white wine"
"4798_21-11-2015","shopping bags"
"3703_16-06-2015","soda"
"1456_19-07-2015","whole milk"
"3309_02-09-2015","misc. beverages"
"1983_09-08-2015","pastry"
"2676_07-04-2015","newspapers"
"1017_30-09-2015","dessert"
"3793_07-08-2015","whole milk"
"1609_03-05-2015","napkins"
"3459_23-01-2015","tropical fruit"
"1192_09-01-2015","seasonal products"
"3044_05-01-2015","bottled water"
"3661_27-11-2015","misc. beverages"
"1188_09-01-2015","rolls/buns"
"1865_02-08-2015","pip fruit"
"1692_28-06-2015","soda"
"3577_12-05-2015","rolls/buns"
"4951_13-03-2015","tropical fruit"
"1714_02-08-2015","rolls/buns"
"1610_26-05-2015","root vegetables"
"4652_08-04-2015","zwieback"
"4020_11-04-2015","bottled beer"
"2633_27-11-2015","newspapers"
"4305_24-07-2015","coffee"
"2416_15-02-2015","yogurt"
"3124_09-04-2015","whole milk"
"1422_31-05-2015","processed cheese"
"2101_07-01-2015","domestic eggs"
"2876_30-10-2015","pip fruit"
"2684_11-01-2015","rolls/buns"
"2377_16-04-2015","butter"
"2394_17-02-2015","curd"
"4320_13-01-2015","popcorn"
"1009_05-10-2015","yogurt"
"1460_13-01-2015","other vegetables"
"1821_20-04-2015","frozen vegetables"
"3182_15-10-2015","zwieback"
"1526_26-11-2015","whole milk"
"2070_16-07-2015","oil"
"2534_18-05-2015","soda"
"3794_28-04-2015","bottled water"
"1405_28-02-2015","whole milk"
"4544_07-01-2015","whole milk"
"2494_10-06-2015","margarine"
"3322_02-02-2015","ice cream"
"3655_16-02-2015","butter"
"2918_08-04-2015","other vegetables"
"2584_31-03-2015","whole milk"
"2212_16-04-2015","pastry"
"3176_01-08-2015","dish cleaner"
"4564_13-06-2015","pip fruit"
"4556_17-08-2015","butter milk"
"4573_10-10-2015","whole milk"
"2781_10-04-2015","cream cheese "
"3316_03-01-2015","whole milk"
"1827_02-05-2015","whipped/sour cream"
"4889_03-02-2015","domestic eggs"
"3548_01-06-2015","rolls/buns"
"2736_17-07-2015","beef"
"4927_19-10-2015","soda"
"3214_22-12-2015","root vegetables"
"3275_18-06-2015","other vegetables"
"2909_08-05-2015","coffee"
"4226_06-12-2015","domestic eggs"
"1622_11-03-2015","rolls/buns"
"1395_12-10-2015","newspapers"
"2938_06-06-2015","pasta"
"3674_13-08-2015","yogurt"
"2063_08-11-2015","sliced cheese"
"4214_07-10-2015","citrus fruit"
"3042_16-01-2015","frozen potato products"
"3877_17-09-2015","soda"
"2168_25-11-2015","rolls/buns"
"1503_12-05-2015","whipped/sour cream"
"2769_23-04-2015","frozen dessert"
"4933_27-02-2015","pot plants"
"3082_22-05-2015","whole milk"
"1422_01-01-2015","turkey"
"3139_26-02-2015","frozen vegetables"
"2200_08-03-2015","citrus fruit"
"4670_31-08-2015","root vegetables"
"2053_21-09-2015","yogurt"
"4847_03-02-2015","sliced cheese"
"1185_24-08-2015","specialty bar"
"4656_25-12-2015","root vegetables"
"2741_11-09-2015","yogurt"
"2654_17-08-2015","curd"
"2010_19-12-2015","root vegetables"
"2586_10-07-2015","tropical fruit"
"3511_15-11-2015","other vegetables"
"4700_06-06-2015","dessert"
"2235_20-01-2015","whole milk"
"2557_23-10-2015","long life bakery product"
"3462_16-02-2015","soda"
"1356_02-04-2015","semi-finished bread"
"1477_20-11-2015","pot plants"
"3094_13-06-2015","meat"
"3981_25-12-2015","spread cheese"
"1340_23-01-2015","whole milk"
"4015_10-01-2015","whole milk"
"1719_10-09-2015","whole milk"
"1542_15-05-2015","whole milk"
"1357_10-04-2015","brown bread"
"4003_21-11-2015","root vegetables"
"4224_06-12-2015","pastry"
"1292_05-07-2015","whole milk"
"4018_28-04-2015","whole milk"
"2721_15-07-2015","butter"
"4016_21-04-2015","yogurt"
"3654_16-12-2015","bottled water"
"3745_26-08-2015","chocolate"
"2851_16-09-2015","napkins"
"1474_29-07-2015","Instant food products"
"3623_05-02-2015","brown bread"
"1647_20-12-2015","specialty cheese"
"1312_09-02-2015","other vegetables"
"1218_13-06-2015","fruit/vegetable juice"
"4745_24-12-2015","shopping bags"
"4994_08-02-2015","fruit/vegetable juice"
"1465_09-11-2015","curd"
"2380_07-01-2015","bottled beer"
"1150_25-05-2015","sugar"
"4371_21-06-2015","bottled beer"
"4668_01-02-2015","frozen vegetables"
"2167_29-05-2015","specialty chocolate"
"3534_09-03-2015","yogurt"
"3399_12-07-2015","other vegetables"
"1144_13-08-2015","fish"
"2136_10-02-2015","whole milk"
"1888_10-04-2015","whole milk"
"4990_14-12-2015","specialty chocolate"
"1731_20-11-2015","waffles"
"4632_04-10-2015","soda"
"3035_29-11-2015","bottled beer"
"4376_22-07-2015","soda"
"3760_04-06-2015","soda"
"1135_24-02-2015","butter"
"3132_12-08-2015","soda"
"1252_11-03-2015","pastry"
"3698_24-08-2015","whole milk"
"1442_25-07-2015","onions"
"1160_24-01-2015","frozen meals"
"1451_27-01-2015","fruit/vegetable juice"
"2785_01-02-2015","beef"
"3159_31-01-2015","white bread"
"3205_17-01-2015","pip fruit"
"2703_27-03-2015","bottled water"
"1115_22-01-2015","yogurt"
"2632_24-05-2015","whipped/sour cream"
"2729_23-07-2015","cream cheese "
"4334_10-11-2015","fruit/vegetable juice"
"1009_23-09-2015","ketchup"
"3098_04-09-2015","bottled water"
"1489_07-03-2015","dessert"
"4240_04-12-2015","other vegetables"
"1096_28-07-2015","fruit/vegetable juice"
"3120_14-11-2015","other vegetables"
"1608_13-11-2015","citrus fruit"
"2298_16-08-2015","fruit/vegetable juice"
"4646_31-07-2015","bottled water"
"3782_03-02-2015","oil"
"2448_29-12-2015","pastry"
"4999_16-05-2015","whipped/sour cream"
"1233_13-08-2015","other vegetables"
"1335_13-09-2015","waffles"
"1889_28-08-2015","chicken"
"3815_15-09-2015","whole milk"
"3976_20-09-2015","bottled water"
"3051_23-01-2015","onions"
"2630_15-02-2015","fruit/vegetable juice"
"4182_18-06-2015","specialty bar"
"1524_05-03-2015","soda"
"2165_06-09-2015","yogurt"
"3710_15-07-2015","yogurt"
"1859_12-04-2015","beef"
"1682_01-11-2015","seasonal products"
"3682_02-01-2015","shopping bags"
"1866_13-07-2015","pastry"
"1764_15-11-2015","soda"
"2016_15-08-2015","berries"
"3758_06-03-2015","yogurt"
"1380_09-04-2015","long life bakery product"
"3063_28-10-2015","whipped/sour cream"
"4782_16-08-2015","domestic eggs"
"3677_21-04-2015","pet care"
"2315_15-09-2015","shopping bags"
"3548_11-06-2015","spread cheese"
"3198_08-05-2015","white bread"
"1436_01-03-2015","chocolate marshmallow"
"4874_23-12-2015","dessert"
"4002_28-08-2015","whole milk"
"2911_14-07-2015","other vegetables"
"1611_04-04-2015","other vegetables"
"2561_19-08-2015","white wine"
"2343_30-05-2015","beverages"
"1021_07-11-2015","baking powder"
"3484_15-05-2015","white bread"
"4378_04-05-2015","rolls/buns"
"1751_25-03-2015","pip fruit"
"1730_24-01-2015","whole milk"
"4669_25-06-2015","whipped/sour cream"
"1184_16-06-2015","sweet spreads"
"4793_04-11-2015","soda"
"4600_12-02-2015","baking powder"
"3966_11-01-2015","whole milk"
"3017_22-09-2015","soft cheese"
"1834_22-11-2015","canned fish"
"4508_15-06-2015","candy"
"2879_26-05-2015","newspapers"
"4643_12-03-2015","coffee"
"3757_03-02-2015","brown bread"
"1486_20-08-2015","dish cleaner"
"3018_18-01-2015","soda"
"3600_17-08-2015","other vegetables"
"1239_24-01-2015","whole milk"
"1315_07-11-2015","chocolate"
"1654_28-09-2015","rolls/buns"
"3551_24-07-2015","pastry"
"2861_02-12-2015","whole milk"
"1170_09-10-2015","whipped/sour cream"
"1351_26-02-2015","other vegetables"
"2645_27-06-2015","rolls/buns"
"4202_02-05-2015","other vegetables"
"2653_02-03-2015","other vegetables"
"3961_05-03-2015","finished products"
"2441_31-05-2015","yogurt"
"3637_22-12-2015","soft cheese"
"2329_15-07-2015","whipped/sour cream"
"3858_27-03-2015","soda"
"4294_02-03-2015","bottled beer"
"4765_01-07-2015","curd"
"4017_11-10-2015","yogurt"
"4855_01-05-2015","sweet spreads"
"2673_10-12-2015","canned beer"
"3352_02-07-2015","rolls/buns"
"1391_21-08-2015","yogurt"
"4352_29-12-2015","other vegetables"
"1298_27-07-2015","Instant food products"
"1618_02-08-2015","whole milk"
"2433_21-06-2015","other vegetables"
"4992_01-03-2015","pip fruit"
"3515_21-04-2015","root vegetables"
"1786_10-02-2015","citrus fruit"
"3844_27-06-2015","other vegetables"
"3914_08-01-2015","cake bar"
"4859_10-05-2015","soda"
"2747_30-08-2015","curd"
"4172_08-10-2015","soda"
"1796_15-08-2015","other vegetables"
"2524_05-12-2015","other vegetables"
"3523_01-04-2015","chocolate"
"3761_30-03-2015","other vegetables"
"1830_16-01-2015","other vegetables"
"4144_01-04-2015","whole milk"
"3803_27-01-2015","tropical fruit"
"4503_22-03-2015","pip fruit"
"2055_02-05-2015","beverages"
"3634_10-12-2015","frozen vegetables"
"4503_09-08-2015","bottled water"
"3756_02-12-2015","pip fruit"
"3071_13-06-2015","frozen meals"
"3168_16-12-2015","ice cream"
"2301_24-12-2015","bottled water"
"1270_25-04-2015","napkins"
"3999_15-11-2015","domestic eggs"
"1603_13-07-2015","whole milk"
"3089_16-02-2015","citrus fruit"
"4671_30-05-2015","newspapers"
"2985_29-05-2015","whole milk"
"3318_21-07-2015","curd"
"3954_10-02-2015","onions"
"1048_18-10-2015","tropical fruit"
"3586_24-05-2015","waffles"
"4431_16-11-2015","pastry"
"3977_16-04-2015","yogurt"
"1799_13-06-2015","canned fish"
"2609_26-08-2015","coffee"
"4187_10-04-2015","specialty cheese"
"3140_11-02-2015","butter"
"4942_23-11-2015","sliced cheese"
"3886_18-11-2015","whole milk"
"4453_23-08-2015","yogurt"
"1056_09-11-2015","meat spreads"
"2700_18-10-2015","specialty cheese"
"1049_05-09-2015","herbs"
"2446_29-07-2015","tropical fruit"
"4864_05-07-2015","margarine"
"1483_25-04-2015","soda"
"4158_26-12-2015","hard cheese"
"2212_28-10-2015","butter milk"
"1142_13-06-2015","brown bread"
"2273_26-10-2015","bottled beer"
"3741_23-01-2015","whipped/sour cream"
"3574_20-06-2015","white wine"
"3902_29-11-2015","whole milk"
"2169_21-10-2015","whole milk"
"3038_11-01-2015","waffles"
"2023_07-02-2015","hard cheese"
"1038_10-04-2015","specialty chocolate"
"3998_23-01-2015","citrus fruit"
"3516_13-12-2015","whipped/sour cream"
"1979_09-09-2015","frozen vegetables"
"3635_13-12-2015","sliced cheese"
"3966_01-06-2015","root vegetables"
"1430_12-11-2015","yogurt"
"2583_26-03-2015","pip fruit"
"2055_07-07-2015","other vegetables"
"1092_03-07-2015","shopping bags"
"4138_10-10-2015","other vegetables"
"1515_28-11-2015","pasta"
"3481_04-10-2015","whole milk"
"2426_02-06-2015","white bread"
"1886_02-12-2015","rolls/buns"
"4861_13-09-2015","pudding powder"
"2946_04-11-2015","hygiene articles"
"2349_17-07-2015","bottled beer"
"2326_13-11-2015","whipped/sour cream"
"2910_19-07-2015","yogurt"
"2103_11-03-2015","dessert"
"3260_02-12-2015","UHT-milk"
"1893_04-04-2015","salty snack"
"3352_08-11-2015","misc. beverages"
"4834_27-04-2015","dessert"
"2476_25-02-2015","pip fruit"
"1013_02-07-2015","whole milk"
"3004_10-02-2015","liquor (appetizer)"
"1573_21-01-2015","oil"
"2089_31-10-2015","hard cheese"
"3077_19-01-2015","butter milk"
"3900_07-07-2015","pasta"
"2470_14-05-2015","whole milk"
"4785_04-04-2015","cling film/bags"
"2916_19-04-2015","frozen vegetables"
"3179_21-03-2015","rolls/buns"
"2285_16-12-2015","tropical fruit"
"2617_03-01-2015","pastry"
"1945_24-04-2015","whipped/sour cream"
"4601_15-12-2015","other vegetables"
"4722_13-10-2015","other vegetables"
"4605_13-08-2015","yogurt"
"4971_19-02-2015","fruit/vegetable juice"
